allele,gene_type,Baseline,DS3,DS1,DS2
IGHD1-CO5H*01,IGHD,TRUE,TRUE,TRUE,TRUE
IGHD1-CO5H*02,IGHD,FALSE,TRUE,FALSE,FALSE
IGHD1-CO5H*03,IGHD,TRUE,TRUE,TRUE,TRUE
IGHD1-CO5H*04,IGHD,TRUE,TRUE,TRUE,TRUE
IGHD1-CO5H*05,IGHD,FALSE,TRUE,FALSE,FALSE
IGHD1-CO5H*06,IGHD,FALSE,TRUE,FALSE,FALSE
IGHD1-CO5H*07,IGHD,TRUE,TRUE,TRUE,TRUE
IGHD1-RYEY*01,IGHD,TRUE,TRUE,TRUE,TRUE
IGHD2-3SVH*01,IGHD,TRUE,TRUE,TRUE,TRUE
IGHD2-3SVH*02,IGHD,FALSE,TRUE,FALSE,FALSE
IGHD2-3SVH*03,IGHD,FALSE,FALSE,TRUE,FALSE
IGHD2-3SVH*04,IGHD,FALSE,FALSE,FALSE,TRUE
IGHD2-3SVH*05,IGHD,FALSE,FALSE,TRUE,FALSE
IGHD2-3SVH*06,IGHD,FALSE,TRUE,TRUE,TRUE
IGHD2-3SVH*07,IGHD,TRUE,TRUE,TRUE,TRUE
IGHD2-FQMB*01,IGHD,TRUE,TRUE,TRUE,TRUE
IGHD2-FQMB*02,IGHD,TRUE,TRUE,TRUE,TRUE
IGHD2-GNCP*01,IGHD,TRUE,TRUE,TRUE,TRUE
IGHD2-GNCP*02,IGHD,TRUE,TRUE,TRUE,TRUE
IGHD2-Q36F*01,IGHD,TRUE,TRUE,TRUE,TRUE
IGHD2-YGYG*01,IGHD,FALSE,TRUE,FALSE,FALSE
IGHD3-52VS*01,IGHD,TRUE,TRUE,TRUE,TRUE
IGHD3-52VS*02,IGHD,FALSE,FALSE,TRUE,FALSE
IGHD3-52VS*03,IGHD,TRUE,TRUE,TRUE,TRUE
IGHD3-52VS*04,IGHD,FALSE,TRUE,TRUE,TRUE
IGHD3-CFR7*01,IGHD,TRUE,TRUE,TRUE,TRUE
IGHD3-CFR7*02,IGHD,FALSE,FALSE,TRUE,FALSE
IGHD3-CFR7*03,IGHD,TRUE,TRUE,TRUE,TRUE
IGHD3-CFR7*04,IGHD,FALSE,TRUE,FALSE,FALSE
IGHD3-CFR7*05,IGHD,FALSE,FALSE,TRUE,FALSE
IGHD3-KLOQ*01,IGHD,TRUE,TRUE,TRUE,TRUE
IGHD3-KLOQ*02,IGHD,TRUE,TRUE,TRUE,TRUE
IGHD3-LCJ3*01,IGHD,TRUE,TRUE,TRUE,TRUE
IGHD4-UO7X*01,IGHD,TRUE,TRUE,TRUE,TRUE
IGHD4-UO7X*02,IGHD,FALSE,TRUE,FALSE,FALSE
IGHD4-UO7X*03,IGHD,TRUE,TRUE,TRUE,TRUE
IGHD4-ZMEQ*01,IGHD,TRUE,TRUE,TRUE,TRUE
IGHD4-ZMEQ*02,IGHD,FALSE,TRUE,FALSE,FALSE
IGHD5-GBAS*01,IGHD,TRUE,TRUE,TRUE,TRUE
IGHD5-GBAS*02,IGHD,FALSE,TRUE,FALSE,FALSE
IGHD5-GBAS*03,IGHD,TRUE,TRUE,TRUE,TRUE
IGHD5-IAIB*01,IGHD,TRUE,TRUE,TRUE,TRUE
IGHD5-KDQK*01,IGHD,TRUE,TRUE,TRUE,TRUE
IGHD5-VZWE*01,IGHD,FALSE,TRUE,FALSE,FALSE
IGHD6-IZU4*01,IGHD,FALSE,FALSE,FALSE,TRUE
IGHD6-MLFK*01,IGHD,TRUE,TRUE,TRUE,TRUE
IGHD6-MLFK*02,IGHD,TRUE,TRUE,TRUE,TRUE
IGHD6-MLFK*03,IGHD,FALSE,TRUE,FALSE,FALSE
IGHD6-MLFK*04,IGHD,TRUE,TRUE,TRUE,TRUE
IGHD6-MLFK*05,IGHD,FALSE,TRUE,FALSE,FALSE
IGHD6-MLFK*06,IGHD,TRUE,TRUE,TRUE,TRUE
IGHD6-MLFK*07,IGHD,FALSE,TRUE,FALSE,FALSE
IGHD6-MLFK*08,IGHD,FALSE,TRUE,FALSE,FALSE
IGHD6-MLFK*09,IGHD,FALSE,FALSE,TRUE,FALSE
IGHD6-MLFK*10,IGHD,FALSE,FALSE,TRUE,FALSE
IGHD7-ZOID*01,IGHD,TRUE,TRUE,FALSE,TRUE
IGHJ1-GJL4*01,IGHJ,TRUE,TRUE,FALSE,FALSE
IGHJ2-INZU*01,IGHJ,TRUE,TRUE,TRUE,TRUE
IGHJ3-U4ID*01,IGHJ,TRUE,TRUE,TRUE,TRUE
IGHJ4-IOOB*01,IGHJ,TRUE,TRUE,TRUE,TRUE
IGHJ4-IOOB*02,IGHJ,FALSE,TRUE,FALSE,FALSE
IGHJ5-32GS*01,IGHJ,TRUE,TRUE,TRUE,TRUE
IGHJ6-DTHQ*01,IGHJ,TRUE,TRUE,TRUE,FALSE
IGHJ6-DTHQ*02,IGHJ,FALSE,TRUE,FALSE,FALSE
IGHJ6-DTHQ*03,IGHJ,TRUE,TRUE,TRUE,TRUE
IGHJ6-DTHQ*04,IGHJ,FALSE,TRUE,FALSE,FALSE
IGHV1-5HTI*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV1-5HTI*02,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-5HTI*03,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-5HTI*04,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV1-5HTI*05,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV1-5HTI*06,IGHV,FALSE,FALSE,TRUE,TRUE
IGHV1-5HTI*07,IGHV,TRUE,FALSE,TRUE,TRUE
IGHV1-5HTI*08,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-5HTI*09,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV1-5HTI*10,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV1-5HTI*11,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV1-5HTI*12,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV1-5HTI*13,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV1-5HTI*14,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV1-5HTI*15,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV1-5HTI*16,IGHV,FALSE,FALSE,TRUE,TRUE
IGHV1-5HTI*17,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-5HTI*18,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-5HTI*19,IGHV,FALSE,FALSE,FALSE,TRUE
IGHV1-5HTI*20,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV1-5HTI*21,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-5HTI*22,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV1-5HTI*23,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV1-5HTI*24,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-5HTI*25,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV1-5HTI*26,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-5HTI*27,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-5HTI*28,IGHV,FALSE,FALSE,TRUE,TRUE
IGHV1-5HTI*29,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV1-5HTI*30,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV1-5HTI*31,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-5HTI*32,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV1-5HTI*33,IGHV,FALSE,FALSE,FALSE,TRUE
IGHV1-5HTI*34,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV1-5HTI*35,IGHV,FALSE,FALSE,FALSE,TRUE
IGHV1-5HTI*36,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV1-5HTI*37,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV1-5HTI*38,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV1-5HTI*39,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV1-5HTI*40,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV1-5HTI*41,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV1-5HTI*42,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-5HTI*43,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-5HTI*44,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-5HTI*45,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV1-5HTI*46,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-5HTI*47,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-5HTI*48,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV1-5HTI*49,IGHV,FALSE,FALSE,FALSE,TRUE
IGHV1-5HTI*50,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-5HTI*51,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-5HTI*52,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV1-5HTI*53,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-5HTI*54,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV1-5HTI*55,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-5HTI*56,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-5HTI*57,IGHV,FALSE,FALSE,TRUE,TRUE
IGHV1-5HTI*58,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-5HTI*59,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-5HTI*60,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-5HTI*61,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-5HTI*62,IGHV,FALSE,FALSE,FALSE,TRUE
IGHV1-5HTI*63,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-5HTI*64,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV1-5HTI*65,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-5HTI*66,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-5HTI*67,IGHV,TRUE,FALSE,TRUE,TRUE
IGHV1-5HTI*68,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV1-5HTI*69,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV1-5HTI*70,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-5HTI*71,IGHV,FALSE,FALSE,TRUE,TRUE
IGHV1-5HTI*72,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-5HTI*73,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV1-5HTI*74,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV1-5HTI*75,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-6QKX*01,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV1-6QKX*02,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV1-6QKX*03,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV1-6QKX*04,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV1-6QKX*05,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV1-6QKX*06,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-6QKX*07,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV1-6QKX*08,IGHV,FALSE,FALSE,TRUE,TRUE
IGHV1-6QKX*09,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-6QKX*10,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV1-7CVC*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV1-7CVC*02,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV1-7CVC*03,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV1-7CVC*04,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV1-7CVC*05,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV1-7CVC*06,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-7EIU*01,IGHV,TRUE,TRUE,FALSE,FALSE
IGHV1-7EIU*02,IGHV,TRUE,FALSE,TRUE,FALSE
IGHV1-7EIU*03,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV1-7EIU*04,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV1-7EIU*05,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV1-7EIU*06,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV1-7EIU*07,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-7EIU*08,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-BEMW*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV1-BEMW*02,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV1-BEMW*03,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV1-BEMW*04,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV1-BEMW*05,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV1-BEMW*06,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV1-BEMW*07,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV1-D5ET*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV1-D5ET*02,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-D5ET*03,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-D5ET*04,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV1-GASB*01,IGHV,TRUE,TRUE,FALSE,FALSE
IGHV1-GASB*02,IGHV,TRUE,TRUE,FALSE,FALSE
IGHV1-GASB*03,IGHV,TRUE,TRUE,FALSE,FALSE
IGHV1-GASB*04,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV1-GASB*05,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV1-IOYO*01,IGHV,TRUE,TRUE,TRUE,FALSE
IGHV1-IOYO*02,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV1-IOYO*03,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV1-IOYO*04,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV1-IOYO*05,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV1-IQ67*01,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV1-IQ67*02,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV1-IQ67*03,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV1-IQ67*04,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV1-IQ67*05,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV1-IQ67*06,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV1-IQ67*07,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-PBWN*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV1-PBWN*02,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV1-PBWN*03,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV1-PBWN*04,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-PBWN*05,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-PBWN*06,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV1-UT6N*01,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV2-4BCH*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV2-4BCH*02,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*03,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*04,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*05,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*06,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*07,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*08,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*09,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV2-4BCH*10,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV2-4BCH*100,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*101,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*102,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*103,IGHV,TRUE,TRUE,TRUE,FALSE
IGHV2-4BCH*104,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*105,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*106,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*107,IGHV,FALSE,FALSE,FALSE,TRUE
IGHV2-4BCH*108,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*109,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*11,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*12,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*13,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV2-4BCH*14,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*15,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV2-4BCH*16,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*17,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*18,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*19,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*20,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*21,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*22,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*23,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*24,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*25,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV2-4BCH*26,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*27,IGHV,FALSE,FALSE,FALSE,TRUE
IGHV2-4BCH*28,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*29,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*30,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*31,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*32,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*33,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*34,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*35,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*36,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*37,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*38,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*39,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*40,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*41,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*42,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*43,IGHV,FALSE,FALSE,FALSE,TRUE
IGHV2-4BCH*44,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*45,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*46,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*47,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*48,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*49,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*50,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*51,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*52,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*53,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*54,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*55,IGHV,TRUE,TRUE,TRUE,FALSE
IGHV2-4BCH*56,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*57,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV2-4BCH*58,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV2-4BCH*59,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*60,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*61,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*62,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*63,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV2-4BCH*64,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*65,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*66,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*67,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*68,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*69,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*70,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*71,IGHV,FALSE,FALSE,FALSE,TRUE
IGHV2-4BCH*72,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*73,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*74,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*75,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*76,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*77,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*78,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV2-4BCH*79,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*80,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*81,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*82,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*83,IGHV,FALSE,FALSE,FALSE,TRUE
IGHV2-4BCH*84,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*85,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*86,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*87,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*88,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*89,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*90,IGHV,FALSE,FALSE,FALSE,TRUE
IGHV2-4BCH*91,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*92,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*93,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*94,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*95,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*96,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*97,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*98,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-4BCH*99,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-6O23*01,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-6RTA*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV2-6RTA*02,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV2-6RTA*03,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-6RTA*04,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV2-6RTA*05,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV2-6RTA*06,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV2-6RTA*07,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV2-6RTA*08,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV2-6RTA*09,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV2-6RTA*10,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV2-6RTA*11,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV2-7UAK*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV2-7UAK*02,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV2-7UAK*03,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV2-7UAK*04,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV2-7UAK*05,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV2-FKTH*01,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV2-ZWSX*01,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-2C5B*01,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV3-2C5B*02,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV3-2WFU*01,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV3-2WFU*02,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV3-2WFU*03,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV3-2WFU*04,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV3-2ZME*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-2ZME*02,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-2ZME*03,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-2ZME*04,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV3-2ZME*05,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV3-2ZME*06,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-2ZME*07,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV3-2ZME*08,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV3-2ZME*09,IGHV,FALSE,FALSE,FALSE,TRUE
IGHV3-2ZME*10,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-2ZME*11,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-2ZME*12,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-2ZME*13,IGHV,TRUE,FALSE,FALSE,FALSE
IGHV3-3H2D*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-3H2D*02,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-3H2D*03,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV3-3H2D*04,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-3H2D*05,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-3H2D*06,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-3H2D*07,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-3H2D*08,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-3H2D*09,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-3H2D*10,IGHV,FALSE,TRUE,FALSE,FALSE
IGHV3-3KMZ*01,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-3KMZ*02,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-3KMZ*03,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-3KMZ*04,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-3KMZ*05,IGHV,FALSE,TRUE,TRUE,TRUE
IGHV3-3KMZ*06,IGHV,FALSE,FALSE,TRUE,FALSE
IGHV3-3KMZ*07,IGHV,FALSE,TRUE,TRUE,FALSE
IGHV3-3KMZ*08,IGHV,TRUE,TRUE,TRUE,TRUE
IGHV3-3KMZ*09,IGHV,FALSE,TRUE,FALSE,FALSE
